Rank,Recommendation,P(GO) %,Title,Country,Sector,Procurement,Funding Agency,Budget,Days to Deadline,Model Version,Scored At,Source Portal,Source URL
613,NO GO 🔴,2.5%,EOI for establishment of the LTAs for the provision of Solar PV solutions,Denmark,Energy & Utilities,WORKS,United Nations Development Programme (UNDP),Unknown,9,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44511
614,NO GO 🔴,2.5%,"The Gambia Resilience, Inclusion, Skills, and Equity Project",Gambia,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,2,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441503
615,NO GO 🔴,2.5%,Advancing Innovative Methods to Promote Learning (AIM4Learning) in Eastern and Southern Africa MPA P,Comoros,Education & Training,GOODS,World Bank,Unknown,5,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441226
616,NO GO 🔴,2.5%,Advancing Innovative Methods to Promote Learning (AIM4Learning) in Eastern and Southern Africa MPA P,Comoros,Education & Training,GOODS,World Bank,Unknown,2,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00437437
617,NO GO 🔴,2.5%,"Call for Partnerships (CFP) — Community Awareness, Enrolment Support, and Distribution of School Kits for Out-of-School Children in Dhi Qar Governorate",Iraq,N/A,NON-CONSULTING,UNESCO,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299667
618,NO GO 🔴,2.5%,RFP EM/LEB Event Management Services for World Health Organization Lebanon,Lebanon,N/A,NON-CONSULTING,WHO,Unknown,3,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/297993
619,NO GO 🔴,2.5%,Provision of Maintenance Services for NEC Switchboards,Jordan,N/A,NON-CONSULTING,UNRWA,Unknown,7,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299733
620,NO GO 🔴,2.5%,09 17 SMART TV screens distributed among several governorates in Jordan,Jordan,N/A,NON-CONSULTING,WHO,Unknown,3,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298617
621,NO GO 🔴,2.5%,003 Seaweed and Sea Cucumber Production Enhancement in Bagamoyo,United Republic of Tanzania,N/A,GOODS,FAO,Unknown,10,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299562
622,NO GO 🔴,2.5%,Procurement of GIS Software Package (2026/252),Kenya,N/A,GOODS,FAO,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299757
623,NO GO 🔴,2.5%,CONSTRUCTION DE MINI CITERNES ET DE POULAILLERS DANS DES ECOLES A DJIDJA,Benin,N/A,GOODS,FAO,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299456
624,NO GO 🔴,2.5%,ITB: Procurement of PPR Vaccines and PPEs under GCP /GHA/043/NOR Project,Ghana,N/A,GOODS,FAO,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299881
625,NO GO 🔴,2.5%,Procurement of Uniform Materials- Local Supplier Only,Ethiopia,N/A,GOODS,FAO,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299889
626,NO GO 🔴,2.5%,Procurement of Tires - Local Suppliers only,Ethiopia,N/A,GOODS,FAO,Unknown,7,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299376
627,NO GO 🔴,2.5%,"APPEL D'OFFRES NATIONAL POUR L'ACHAT LIVRAISON SUR SITES D’EQUIPEMENTS, DE MATERIELS, DES SEMENCES FORESTIERES ET D'ENGRAIS",Guinea,N/A,GOODS,FAO,Unknown,19,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299417
628,NO GO 🔴,2.5%,"Supply, delivery and installation of Solar Powered Blast Freezer (to be delivered to Binga District) and Battery Energy Storage System (to be delivered to Gache Gache, Kariba)",Zimbabwe,Energy & Utilities,WORKS,FAO,Unknown,12,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299261
629,NO GO 🔴,2.5%,For the Provision of Services to Develop a Report on Accelerating Cleantech Value Chains in Africa. Project: Africa Trade Competiti veness and Market Access Programme (ATCMAP) -Continental Component (SAP ID: 240112),Austria,"Mining & Natural Resources, Enterprise IT & Systems Implementation",GOODS,UNIDO,Unknown,2,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298032
630,NO GO 🔴,2.5%,"Namibia Construction of Full-House Seed Processing Plants at Katima Mulilo, Zambezi Region, Katwitwi, Kavango West Region and Omahenene, Omusati Region",Namibia,Agriculture & Food Security,WORKS,African Development Bank (AfDB),Unknown,5,2,2026-05-06,afdb,https://www.afdb.org/en/documents/spn-namibia-construction-full-house-seed-processing-plants-katima-mulilo-zambezi-region-katwitwi-kavango-west-region-and-omahenene-omusati-region-namsip
631,NO GO 🔴,2.5%,IT Services for UNIC Washington DC,United States Of America,Enterprise IT & Systems Implementation,NON-CONSULTING,UN Secretariat,Unknown,22,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299266
632,NO GO 🔴,2.5%,Mise en place Accord Long Terme pour le Transport et Acheminement au Mali,Mali,Others,NON-CONSULTING,UNFPA,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299345
633,NO GO 🔴,2.5%,Fourth Public Sector Modernization Project,Armenia,Government Reform & Public Administration,GOODS,World Bank,"90,000 EUR",19,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00437549
634,NO GO 🔴,2.4%,Smallholder Agriculture Development Project,Lesotho,Agriculture & Food Security,WORKS,World Bank,Unknown,20,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440103
635,NO GO 🔴,2.4%,Cameroon-Chad Transport Corridor,Western And Central Africa,Transport & Logistics,GOODS,World Bank,Unknown,13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00432960
636,NO GO 🔴,2.4%,Cameroon-Chad Transport Corridor,Western And Central Africa,Transport & Logistics,GOODS,World Bank,Unknown,13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00432965
637,NO GO 🔴,2.4%,Somali Sustainable Fisheries Development Project - Badmaal,Somalia,Agriculture & Food Security,WORKS,World Bank,Unknown,7,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00438123
638,NO GO 🔴,2.4%,Somali Sustainable Fisheries Development Project - Badmaal,Somalia,Agriculture & Food Security,WORKS,World Bank,Unknown,8,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00438125
639,NO GO 🔴,2.4%,"De-risking, inclusion and value enhancement of pastoral economies in the Horn of Africa",Eastern And Southern Africa,"Agriculture & Food Security, Mining & Natural Resources",WORKS,World Bank,"1,000,000 USD",8,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439283
640,NO GO 🔴,2.4%,Madagascar Safety Nets and Resilience Project,Madagascar,Social Protection & Poverty Reduction,WORKS,World Bank,"7,263 DZD",13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440868
641,NO GO 🔴,2.4%,Burundi Colline Climate Resilience Project,Burundi,Environment & Climate,GOODS,World Bank,Unknown,6,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440016
642,NO GO 🔴,2.4%,Burundi Colline Climate Resilience Project,Burundi,Environment & Climate,GOODS,World Bank,Unknown,6,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440008
643,NO GO 🔴,2.4%,Primary Education Quality Improvement Project,Congo,Education & Training,WORKS,World Bank,"30,000 USD",2,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440716
644,NO GO 🔴,2.4%,Adolescent Girls Initiative for Learning and Empowerment,Nigeria,Education & Training,WORKS,World Bank,"67,380 DZD",13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00427862
645,NO GO 🔴,2.4%,Primary Education Quality Improvement Project,Congo,Education & Training,WORKS,World Bank,"30,000 USD",2,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440717
646,NO GO 🔴,2.4%,Primary Education Quality Improvement Project,Congo,Education & Training,WORKS,World Bank,"30,000 USD",2,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440715
647,NO GO 🔴,2.4%,Primary Education Quality Improvement Project,Congo,Education & Training,WORKS,World Bank,"30,000 USD",2,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440714
648,NO GO 🔴,2.4%,Development of National Framework for Flood Mitigation and Adaptation to Strengt,Bhutan,Environment & Climate,WORKS,United Nations Development Programme (UNDP),Unknown,5,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44915
649,NO GO 🔴,2.3%,"ITB Construction Contract for Small Works - Rehabilitation/Modernization of Irrigation Infrastructure in Missan Governorate, Iraq-LF0, LF1, LF2 Canals - Kumeit District, Iraq",Iraq,Enterprise IT & Systems Implementation,WORKS,UNOPS,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299062
650,NO GO 🔴,2.3%,SUPPLY OF VARIOUS VISIBILITY ITEMS,Malawi,N/A,GOODS,FAO,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299893
651,NO GO 🔴,2.3%,Travaux d’aménagement et de réhabilitation des sites de pépinières forestières et de production de plants de caféiers au TOGO,Togo,Environment & Climate,WORKS,FAO,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299265
652,NO GO 🔴,2.3%,Relance de l'achat des réactifs pour analyse bromatologique des aliments pour lapins,Burundi,N/A,GOODS,FAO,Unknown,14,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299897
653,NO GO 🔴,2.3%,ITB for Procurement of Start Up Kits -2026,Gambia,N/A,GOODS,FAO,Unknown,5,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299423
654,NO GO 🔴,2.3%,Transportation of 1 unit of Armoured Vehicle (AV) from Mogadishu to Jowhar through Air Shipment (PR 25/121/R1),Somalia,N/A,GOODS,FAO,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299661
655,NO GO 🔴,2.3%,Angola Upgrading of Rural Roads in Cabinda - Eastern Region Agricultural Value Chain Development Project,Angola,Agriculture & Food Security,WORKS,African Development Bank (AfDB),"300,000 USD",22,2,2026-05-06,afdb,https://www.afdb.org/en/documents/spn-angola-upgrading-rural-roads-cabinda-eastern-region-agricultural-value-chain-development-project
656,NO GO 🔴,2.2%,Log-In Georgia,Georgia,Telecommunications,WORKS,World Bank,Unknown,7,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00434832
657,NO GO 🔴,2.2%,Angola Strengthening Governance for Enhanced Service Delivery Project,Angola,Government Reform & Public Administration,GOODS,World Bank,Unknown,43,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439471
658,NO GO 🔴,2.2%,Strengthening Mental Health through Private-Public Partnership in Nepal,Nepal,Social Protection & Poverty Reduction,CONSULTING,UNFPA,Unknown,21,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299227
659,NO GO 🔴,2.2%,Senegal: Natural Resources Management Project,Senegal,Mining & Natural Resources,GOODS,World Bank,Unknown,7,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440397
660,NO GO 🔴,2.2%,Climate and Disaster Resilient Cities Project,Turkiye,"Water, Sanitation & Waste",WORKS,World Bank,Unknown,17,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440208
661,NO GO 🔴,2.1%,Ecuador: Emergency Resilient Reconstruction Project,Ecuador,"Environment & Climate, Construction & Infrastructure",NON-CONSULTING,World Bank,Unknown,15,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441630
662,NO GO 🔴,2.1%,Nigeria: Improved Child Survival Program for Human Capital MPA,Nigeria,Health & Life Sciences,WORKS,World Bank,Unknown,556,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00437669
663,NO GO 🔴,2.1%,State of Maharashtra's Agribusiness and Rural Transformation Project,India,Enterprise IT & Systems Implementation,GOODS,World Bank,Unknown,14,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439753
664,NO GO 🔴,2.1%,Rural and Small Towns Water Security Project,Mozambique,N/A,WORKS,World Bank,Unknown,44,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441160
665,NO GO 🔴,2.1%,Senegal: Natural Resources Management Project,Senegal,N/A,WORKS,World Bank,Unknown,54,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00442687
666,NO GO 🔴,2.1%,Rural and Small Towns Water Security Project,Mozambique,N/A,WORKS,World Bank,Unknown,43,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441230
667,NO GO 🔴,2.1%,Travaux de construction de toilettes publiques,Togo,"Water, Sanitation & Waste",WORKS,FAO,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299281
668,NO GO 🔴,2.0%,Uttarakhand Disaster Preparedness and Resilience Project,India,Risk & Compliance,GOODS,World Bank,Unknown,9,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00435056
669,NO GO 🔴,2.0%,Development of Energy Resources and Mining Sector Support Phase 1 Project,Mauritania,Mining & Natural Resources,GOODS,World Bank,Unknown,20,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441532
670,NO GO 🔴,2.0%,Food Systems Resilience Program for Eastern and Southern Africa,Eastern And Southern Africa,Agriculture & Food Security,GOODS,World Bank,"250,000 USD",13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440861
671,NO GO 🔴,2.0%,(ICT) Hardware and Software,Lebanon,Enterprise IT & Systems Implementation,GOODS,United Nations Development Programme (UNDP),Unknown,8,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44730
672,NO GO 🔴,2.0%,RFQ for Long‑Term Agreement (LTA) - Stationery and Sundries,Ghana,Others,NON-CONSULTING,IOM,Unknown,12,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298662
673,NO GO 🔴,2.0%,Support for Resilient Livelihoods in the South of Madagascar - MIONJO Project,Madagascar,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,22,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440785
674,NO GO 🔴,2.0%,Enhancing the Social Protection System for Human Capital and Resilience Project,Angola,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,33,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440883
675,NO GO 🔴,2.0%,Ecuador: Emergency Resilient Reconstruction Project,Ecuador,"Transport & Logistics, Construction & Infrastructure",NON-CONSULTING,World Bank,Unknown,6,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00437735
676,NO GO 🔴,2.0%,Enhancing the Social Protection System for Human Capital and Resilience Project,Angola,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,28,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440722
677,NO GO 🔴,1.9%,Distribution Efficiency Improvement and Utility Strengthening Project,Dominican Republic,N/A,GOODS,World Bank,Unknown,40,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441968
678,NO GO 🔴,1.9%,JAMAICA: SOCIAL PROTECTION FOR INCREASED RESILIENCE AND OPPORTUNITY (SPIRO),Jamaica,N/A,GOODS,World Bank,Unknown,40,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441287
679,NO GO 🔴,1.9%,Construction of Covered Marketplace in Türkoğlu - Kahramanmaraş Province,Turkey,Mining & Natural Resources,WORKS,United Nations Development Programme (UNDP),Unknown,19,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44898
680,NO GO 🔴,1.9%,Food Systems Resilience Program for Eastern and Southern Africa (Phase 3) FSRP,Eastern And Southern Africa,Agriculture & Food Security,WORKS,World Bank,Unknown,25,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439570
681,NO GO 🔴,1.9%,WEST AFRICA FOOD SYSTEM RESILIENCE PROGRAM (FSRP) PHASE 3,Western And Central Africa,Agriculture & Food Security,WORKS,World Bank,Unknown,27,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00437675
