title,portal,current_db_group,predicted_group,decided_by,needs_groq,nlp_gap
IC pour l’appui à l’intégration du cursus économie verte et circulaire (evc),undp,CONSULTING,WORKS,NLP,False,0.0079
Improvement of water supply systems at border crossing points,undp,GOODS,WORKS,NLP,False,0.1131
Independent Assessment/Review of Implementation Performance of the GEF Project,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Individual Consultant for Cost Benefit Analysis: E-Cooking Tax Exemption/Relief,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
International Consultant for Software Architect,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
L’amélioration du processus de délivrance des permis de bâtir à Kairouan,undp,Others,WORKS,NLP,False,0.0341
Air-to-Water Heat Pumps,undp,Others,WORKS,NLP,False,0.0684
LONG TERM AGREEMENT - PROVISION OF UNARMED PRIVATE SECURITY SERVICES,undp,NON-CONSULTING,NON-CONSULTING,NLP,True,0.0176
LONG TERM AGREEMENT - Technical Building & Facilities Maintenance,undp,WORKS,WORKS,NLP,False,0.0687
Provisión de servicios Logísticos y de Gestión Aduanal del PNUD,undp,Others,NON-CONSULTING,NLP,False,0.0364
Réalisation des enquêtes intégrées de surveillance biocomportementale,undp,Others,CONSULTING,NLP,False,0.0605
Rehabilitation of Guest houses and apartment,undp,WORKS,WORKS,Layer 1,False,1.0
010 - Support recognition of the Bumbat Red Goat as a certified strain,undp,CONSULTING,WORKS,NLP,False,0.0088
RFP for Actuarial and Analytical Services (AAS),undp,CONSULTING,CONSULTING,NLP,False,0.0372
"RFQ - Extraction, Processing & Production Equipment",undp,GOODS,GOODS,NLP,False,0.1357
RFQ Supply and Installation of Fixed Aluminum Window Grills with Insect Screen,undp,WORKS,WORKS,Layer 1,False,1.0
Software Developer (International IC),undp,Others,CONSULTING,NLP,False,0.0723
Supply and delivery of fingerlings and fish feed to Manicaland VBUs,undp,GOODS,GOODS,Layer 1,False,1.0
Supply and Delivery of Heavy-duty Shredder and Digital Paper Tablet,undp,GOODS,GOODS,Layer 1,False,1.0
"Supply and Delivery of oil pressing machines to Insiza, Chipinge and Chivi",undp,GOODS,GOODS,Layer 1,False,1.0
"Translation, Editing and Proofreading Services (English to French)",undp,Others,NON-CONSULTING,NLP,True,0.0313
Travel Management Services for UNDP Malaysia (Long-Term Agreement),undp,CONSULTING,NON-CONSULTING,Layer 1,False,1.0
UNDP CALL FOR INDIVIDUAL CONSULTANTS,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
PLGSP - National Expert for Karnali Province,undp,CONSULTING,CONSULTING,NLP,False,0.08
Inform Public Investment Management System Forestry,undp,Others,CONSULTING,NLP,False,0.1207
"REHABILITACIÓN NÚCLEO TODASANA, LA GUAIRA",undp,WORKS,WORKS,NLP,False,0.061
Consulting firm for conducting End Line Evaluation of GCA Project.,undp,CONSULTING,CONSULTING,NLP,False,0.192
ICT Work at Building G of UNDP Aden Premises.,undp,WORKS,CONSULTING,NLP,True,0.0052
Individual Consultant for Community Digital Inclusion Model,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Individual Consultant for Digital Readiness Assessment for the govenment of Les,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
RFQ for Supply of Tipper Truck (4 nos.) for Waste Management,undp,NON-CONSULTING,GOODS,Layer 1,False,1.0
"Supply of 6000 Tarpaulin sheet, size 4x6 m",undp,GOODS,GOODS,Layer 1,False,1.0
ETUDE D’IMPACTS ECONOMIQUES ET FINANCIERS DU PROJET D’APPUI A LA TRANSFORMATION,undp,CONSULTING,CONSULTING,NLP,False,0.0684
LONG TERM AGREEMENT - PROVISION OF INTERNAL CLEANING AND CLEANING OF FACADES,undp,Others,GOODS,NLP,False,0.0203
Drone training (Veteran III),undp,Others,CONSULTING,NLP,True,0.002
Technical Consultant on Technical Supervision (Myko),undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Technical Consultant on Technical Supervision (Zapo 1),undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Technical Consultant on Technical Supervision (Zapo 2),undp,CONSULTING,CONSULTING,Layer 1,False,1.0
ACHAT VEHICULE ELECTRIQUE CO BURUNDI,undp,GOODS,GOODS,NLP,False,0.0222
Communication Consultant for Ghana planetGOLD project,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
DEVELOPMENT OF DIGITAL TRANSFORMATION ROADMAP FOR TURKMENISTAN’S JUDICIAL SYSTEM,undp,CONSULTING,WORKS,NLP,False,0.0032
"Devpnt of Master Plans for Urgench, Khorezm and Shumanay, Karakalpakstan in UZB",undp,Others,CONSULTING,NLP,True,0.0311
Elaborar e implementar estratégias para a execução e monitoramento PRDA,undp,Others,CONSULTING,NLP,False,0.0877
EUFRP-ITB-Reconstruction of the Šanica Spring Facilities and Infrastructure,undp,WORKS,WORKS,Layer 1,False,1.0
Furniture NLA,undp,GOODS,GOODS,NLP,False,0.0538
GEA-Consultant for Gender Legal and Institutional Frameworks and Mainstreaming,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
GEA-Consultant for Social Norms and Intersectionality,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
IC - Mid-Term Evaluation of Project BRA/23/G31 (National Consultant),undp,CONSULTING,CONSULTING,Layer 1,False,1.0
IC 14/2026 Asistente técnico/administrativo SCALA,undp,CONSULTING,CONSULTING,NLP,False,0.0986
Consultant for skills availability and impact on FDI allocation,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Financial Consultant for Assessment of FDI Allocation Trends in Europe,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
IC for development of the Global Fund GC8 Funding request (TB) for Turkmenistan,undp,CONSULTING,CONSULTING,NLP,False,0.0757
Legal Consultant for EU Industrial Supply Chain Market Access Framework,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
IC to Conduct a Review and Situational Analysis of Lesotho’s Foreign Pol,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultor/a analista de datos producción insumos estadísticos,undp,GOODS,CONSULTING,Layer 1,False,1.0
Consultor/a investigador estrategia de conocimiento,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
"Investment brokering for enterprises in SDG Venture Scaler cohort (VNM,IND,PHL)",undp,Others,CONSULTING,NLP,False,0.1032
Solar Photovoltaic (PV) Systems at Eight (8) ISF Facilities,undp,Others,WORKS,NLP,False,0.1571
Irrigation Canal Networks Using a Labour-Akkar,undp,WORKS,WORKS,NLP,False,0.143
Consultancy Services for Value Chain Analysis/ Productive Inves,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Meeting room booking and visitor management solution,undp,Others,NON-CONSULTING,NLP,False,0.1243
National IC for DoPA and VNR midterm review,undp,CONSULTING,CONSULTING,NLP,False,0.1065
Pre-Qualification of Construction Companies for Civil Works Services in South Su,undp,WORKS,WORKS,Layer 1,False,1.0
Recrutement d’une firme nationale spécialisée dans le déploiement des systèmes s,undp,Others,CONSULTING,Layer 1,False,1.0
"Revisión, actualización del mecanismo de medición, revisión y verificación (MRV)",undp,Others,CONSULTING,NLP,False,0.0657
Thermal insulation of the kindergarten building Pîrîta Bloc A,undp,WORKS,WORKS,NLP,False,0.1386
Procurement of Oil Spill Absorbent Materials for MoE,undp,GOODS,GOODS,Layer 1,False,1.0
Supply and delivery of broiler and layers mesh and associated supplies.,undp,GOODS,GOODS,Layer 1,False,1.0
Diseño y desarrollo de tres (3) módulos virtuales VBG,undp,Others,GOODS,NLP,False,0.0233
Expression of Interest – Civil Works for AMOS-RD Project,undp,WORKS,WORKS,Layer 1,False,1.0
Vendor for Scanning Malaria Slide Standard,undp,Others,GOODS,NLP,False,0.0556
Acompañamiento legal en el registro de marca para empresas agroindustriales-MICI,undp,Others,CONSULTING,NLP,True,0.0104
Appel à proposition des projets pour le programme de Microfinancements FEM,undp,CONSULTING,CONSULTING,NLP,False,0.1075
26-Consultancy Services of a Micro Finance Institution (MFI).,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Conduct land use mapping for the Ghana planetGOLD project,undp,CONSULTING,WORKS,NLP,False,0.0374
Consultant for Developing M&E Module of CE in AKSARA System,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultant Production de supports de sensibilisation et mise en œuvre de campagn,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultoria para Revisión Organizativa y la Formulación de Planes Estrategicos,undp,Others,CONSULTING,NLP,False,0.1604
Energy audit and visual inspection / Энергетический аудит и визуальный осмотр,undp,CONSULTING,CONSULTING,NLP,False,0.1028
Firm to develop project preparation facility/project preparation grant proposal,undp,CONSULTING,CONSULTING,NLP,False,0.0495
IC- Recrutement d'un(e) Consultant(e) Individuel(le) en communication,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
IC -Update the Community Rehabilitation Department Draft Policy & Procedural Man,undp,WORKS,CONSULTING,Layer 1,False,1.0
EXPERT IN DEVELOPMENT NATURE x CLIMATE NEXUS TARGETS,undp,CONSULTING,CONSULTING,NLP,False,0.0939
Capital repair and modernization of the Mihai Eminescu Gymnasium,undp,WORKS,WORKS,NLP,False,0.102
Supply and Installation of Spare Parts for Tractors and Agricul,undp,WORKS,WORKS,Layer 1,False,1.0
Legal Consultant for the Ghana PlanetGOLD project,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
LTA Servicio de Transporte Universidad Nacional Autónoma de Honduras (UNAH),undp,NON-CONSULTING,NON-CONSULTING,NLP,False,0.069
National Consultant on Border Force Community Outreach,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
National Consultant on Gender Analysis and Gender Mainstreaming in NBSAP,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
National Consulting firm for the development of National Guidelines,undp,CONSULTING,CONSULTING,NLP,False,0.1655
Oiling & Sanding of lounge areas & main stairs,undp,Others,WORKS,NLP,False,0.0826
Operational Project Coordinator,undp,CONSULTING,CONSULTING,NLP,False,0.0783
PAZ- LTA servicios de gestión ambiental integral de residuos contaminados,undp,Others,WORKS,NLP,False,0.0401
Pre-Qualification of Bidders on Provision of Fuel Supply to UNDP Yemen-2nd round,undp,GOODS,GOODS,Layer 1,False,1.0
"Provision of Solar PV Expansion, Direct Cooling Block Ice Machine, Electric Boat",undp,Others,WORKS,NLP,False,0.1241
DTSP/National Consultant on AI Sandbox,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
EMAG/International Consultant to develop the technical specifications,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Recruitment of Consultant (Evaluation Specialist - Governance) for ICPE Morocco,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Recrutement d’une ONG pour appuyer la structuration d’une coopérative minières,undp,Others,CONSULTING,NLP,False,0.0987
Newspaper Strip Advertisements,undp,Others,NON-CONSULTING,NLP,False,0.0797
Trust Gap Analysis,undp,GOODS,CONSULTING,NLP,False,0.0855
Strategic Technical Advisory Support for Frontier Track Blended Financing Solut,undp,CONSULTING,CONSULTING,NLP,False,0.2163
"Supply, Delivery & Installation of Solar Streetlights & Portable Solar Lantrens",undp,WORKS,WORKS,Layer 1,False,1.0
Alquiler de Salón para eventos de Graduaciones Públicas en UNAH,undp,NON-CONSULTING,NON-CONSULTING,NLP,False,0.0393
Развитие доказательной профилактики правонарушений и аналитики МВД РК,undp,Others,CONSULTING,NLP,True,0.0295
Эксперт по стратегиям адаптации / Adaptation Strategy Expert,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
3899-SDO-CUB-26-14 Tanque de dispersión de alto cizallamiento y alta velocidad,undp,Others,GOODS,NLP,False,0.0006
3900-SDO-CUB-26-15 Línea de procesamiento de cajas de huevo y otros productos,undp,Others,GOODS,NLP,False,0.1339
3901-SDO-CUB-26-16 Prensa vertical personalizada para papel y cartón-Proyecto,undp,Others,GOODS,NLP,False,0.0392
3902-SDO-CUB-26-17 Máquinas Formadoras de Cajas de Papel,undp,Others,GOODS,NLP,False,0.0331
Animation d’ateliers de simulation et de testing participatif,undp,Others,CONSULTING,NLP,False,0.053
Climate Change National Adaptation Plan (NAP) Development in Egypt,undp,CONSULTING,WORKS,NLP,False,0.0221
"Construction of features to protect 2 Spring Wells in Nakamondo,Mugungu in Busia",undp,WORKS,WORKS,Layer 1,False,1.0
Consultant National-Elaboration Module intégration RRC ACC au curricula scolaire,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
EOI for establishment of the LTAs for the provision of Solar PV solutions,undp,CONSULTING,WORKS,NLP,False,0.1126
Establishment of Long-Term Agreement (LTA) for the Provision of Stationery items,undp,Others,GOODS,Layer 1,False,1.0
EUFRP-RFQ-Reconstruction of Irrigation Canals in the Settlement of Drežnica,undp,WORKS,WORKS,Layer 1,False,1.0
IC- National Consultant to Support the Development and Maintenance of the Labour,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
International survey with digital data visualization and dashboard,undp,CONSULTING,CONSULTING,NLP,False,0.1144
ISPI Training and Capacity Development Expert,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
26-Training Curricula for Skills Training relevant to the Solar Ph,undp,Others,WORKS,NLP,False,0.0091
Environmental Trainer Specialist,undp,Others,CONSULTING,NLP,False,0.1387
"LPI 01/2026 ""Provisión de servicios de limpieza para las oficinas del PNUD Arg",undp,NON-CONSULTING,NON-CONSULTING,Layer 1,False,1.0
National Consultancy for Disaster Risk Monitoring and Information Systems,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
National Consultant for disaster preparedness and response training,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Análisis institucional y de políticas públicas sobre biodiversidad,undp,Others,CONSULTING,NLP,False,0.0704
"Medición, análisis y monitoreo de la violencia digital de género",undp,Others,NON-CONSULTING,NLP,True,0.0069
"Procurement, delivery, installation of mobile hydrological monitoring stations",undp,WORKS,WORKS,Layer 1,False,1.0
Public Engagement in Fiscal Oversight Consultant,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Recruitment of Consultant (Evaluation Specialist - Environment) for ICPE Morocco,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Recrutement Cosnultant National Individuel Biodiversité,undp,Others,CONSULTING,NLP,False,0.0528
RECRUTEMENT D’UN CABINET POUR L’ELABORATION DES PLANS DE DEVELOPPEMENT LOCAL,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
"Recrutement d’un-e expert-e en Communication Digitale, Community Management",undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Recrutement d’un-e expert-e en Startégie et Communication institutionnelle,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Recrutement d'un Consultant National Individuel Dialogue,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Recrutement d'un consultant(e) international (e) spécialiste en santé publique,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
REHABILITATION DU COWORKING SPACE AU PALAIS DES ARTS ET DE LA CULTURE,undp,WORKS,WORKS,NLP,False,0.0794
23 Operationalize Climate Budget Tagging,undp,CONSULTING,CONSULTING,NLP,True,0.0325
"RFP_""National E‑Learning Platform for the National Training Center at the Nation",undp,CONSULTING,CONSULTING,NLP,False,0.1402
Team member to Develop and deliver gender-responsive training for commune-level,undp,Others,CONSULTING,NLP,False,0.084
"""Asistencia Técnica Gobiernos Departamentales"" CI 3609/26",undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Procurement and Supply of Sport kits for 46 Schools in Sindh.,undp,GOODS,GOODS,Layer 1,False,1.0
REHABILITACIÓN NÚCLEOS DISTRITO CAPITAL,undp,WORKS,WORKS,NLP,False,0.0989
National IC -Evaluation of UNSDCF 2023-2027,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
"Consultancy Firm strengthening Safeguarding, Gender Equality, and Inclusion",undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultancy to National Security Data & KM Dashboard,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Développement d'une plateforme numérique pour les OSCs traite des personnes,undp,Others,CONSULTING,NLP,True,0.0298
FIRME POUR L'EVALUATION POST-CDM 2025-REPUBLICATION (2°,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultoría servicios de atención territorial para habitante de Calle,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultoría servicios de atención territorial para habitante de Calle,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultoría servicios de atención territorial para habitante de Calle,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultoría servicios de atención territorial para habitante de Calle,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Consultoría servicios de atención territorial para habitante de Calle,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
International Consultant (Business Development/Marketing Expert),undp,CONSULTING,CONSULTING,Layer 1,False,1.0
International Consultant (Designer & Trainer Expert),undp,CONSULTING,CONSULTING,Layer 1,False,1.0
International Consultant (Senior Coordinator Expert),undp,CONSULTING,CONSULTING,Layer 1,False,1.0
International IC -Evaluation of UNSDCF 2023-2027,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Local Consultant for Project Monitoring,undp,CONSULTING,CONSULTING,Layer 1,False,1.0
Local firm to develop M&E and Learning Policy etc.,undp,CONSULTING,CONSULTING,NLP,False,0.1463
Manifestations d'intérêt (AMI) pour la fourniture des mobiliers de bureau,undp,GOODS,GOODS,NLP,False,0.0113
Procurement of UniPod Consumables,undp,GOODS,GOODS,Layer 1,False,1.0
REHABILITACIÓN Y ADECUACIÓN DE LA INFRAESTRUCTURA FÍSICA DE LOS NÚCLEOS,undp,WORKS,WORKS,NLP,False,0.0874
Renforcement des capacités des FSI en communication professionnelle et analyse,undp,Others,CONSULTING,NLP,False,0.0888
VISITES DE SPOT CHECK CONDUITES PAR UN CABINET EXTERNE,undp,Others,CONSULTING,NLP,True,0.0243
RFP Regional Community Facilitators for GRADASI Program Implementation,undp,CONSULTING,CONSULTING,NLP,False,0.0503
03254_Dniester2_Company to prepare the Directive Specific Implementation,undp,CONSULTING,CONSULTING,NLP,False,0.0968
RFP-Assessing Harmful Subsidies & Negative Incentives for Biodiversity & Climate,undp,CONSULTING,CONSULTING,NLP,True,0.0321
"RFQ_Additional civil works to improve external infrastructure in ""Beqir Çela"" do",undp,WORKS,WORKS,Layer 1,False,1.0
CRCP/Supply of one type C and one type B ambulance vehicles,undp,GOODS,GOODS,Layer 1,False,1.0
Serviços técnicos especializados em desenvolvimento de programas de integridade,undp,Others,CONSULTING,NLP,False,0.1022
