id,tender_id,source_portal,title_clean,country_name_normalized,sector,procurement_group,budget,currency,days_to_deadline,status_normalized,lifecycle_stage,notice_type_normalized,procurement_method_name,organisation_name,funding_agency,enrichment_status,go_no_go,score_breakdown
12089,1,worldbank,Mozambique Safer Roads for Socio-Economic Integration Program,Mozambique,"[""Social Protection & Poverty Reduction""]",WORKS,500000.0,USD,49,open,procurement,Invitation for Bids,Request for Bids,National Road Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=medium(460,000€)(2.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=49d(normal=1.0) | TOTAL=0.0 → NO GO (disqualified)"
12896,808,undp,Local IC to Revise the Digital Literacy Guide for the Maldives,Maldives,"[""Digital Transformation""]",Others,,,8,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-MDV,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Maldives(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=12.5/13.0 → NO GO
12897,809,undp,Consultant to support SME Development and Financing,Jordan,"[""Business Strategy & Performance""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-JOR,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Business Strategy & Performance(3.0) | budget=unknown(1.0) | country=Jordan(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=15.0/13.0 → GO
12898,810,undp,GEA-Gender Equality Seal Expert (Cluster 2),Bosnia And Herzegovina,"[""Others""]",CONSULTING,,,8,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-BIH,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Bosnia And Herzegovina(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=12.0/13.0 → NO GO
12899,811,undp,022- Junior consultant for Carbon market,Mongolia,"[""Environment & Climate""]",CONSULTING,,,6,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-MNG,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Mongolia(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12900,812,undp,IC - Gender Expert for Gender Inclusive Public Procurment,United Republic of Tanzania,"[""Others""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-TZA,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Others(0.0) | budget=unknown(1.0) | country=United Republic of Tanzania(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=11.0/13.0 → NO GO
12901,813,undp,IC- International Consultant for Developing priority Standard Operating Procedur,Albania,"[""Enterprise IT & Systems Implementation"", ""Risk & Compliance""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-ALB,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Enterprise IT & Systems Implementation(3.0) | budget=unknown(1.0) | country=Albania(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=15.0/13.0 → GO
12902,814,undp,NC to review policies to develop guidelines and training materials,Viet Nam,"[""Risk & Compliance""]",CONSULTING,,,6,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-VNM,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Viet Nam(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12903,815,undp,,Zimbabwe,"[""Others""]",Others,,,13,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-ZWE,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Others(0.0) | budget=unknown(1.0) | country=Zimbabwe(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=13d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
12904,816,undp,Gender Equality & Importance of Education Trainings,Pakistan,"[""Education & Training""]",Others,,,5,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-PAK,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Pakistan(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12905,817,undp,Provision of Consultancy Services for Design and Development of an Incubation,Jordan,"[""Others""]",CONSULTING,,,5,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-JOR,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Jordan(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12906,818,undp,Procurement Of Residential Conference Package,Ghana,"[""Others""]",GOODS,,,19,open,procurement,Request for Quotation,RFQ - Request for quotation,UNDP-GHA,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Ghana(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=19d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12907,819,undp,Procurement of 13 Specialized Vans (3 Lots),Ukraine,"[""Transport & Logistics""]",GOODS,,,0,open,procurement,Invitation for Bids,ITB - Invitation to bid,UNDP-UKR,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Ukraine(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12908,820,undp,Furniture for the SESU modular training centre in Cherkasy,Ukraine,"[""Education & Training""]",Others,,,8,open,procurement,Request for Quotation,RFQ - Request for quotation,UNDP-UKR,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Ukraine(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
12909,821,undp,Action Research&Technical Advice to Foster Inclusive&Sustainable Urban Dev.,Viet Nam,"[""Social Protection & Poverty Reduction"", ""Digital Transformation""]",CONSULTING,,,7,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-VNM,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Viet Nam(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=14.0/13.0 → GO
12910,822,undp,Call for Proposals Completion of a Context & Climate Security Analysis Beng&Der,Libya,"[""Environment & Climate""]",Others,,,6,open,procurement,,,UNDP-LBY,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Libya(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12911,823,undp,"Construction Package01 Flood Control,Soil Erosion Protection,WadiTraining-Taiz",Yemen,"[""Construction & Infrastructure""]",WORKS,,,2,open,procurement,Invitation for Bids,ITB - Invitation to bid,UNDP-YEM,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Yemen(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12912,824,undp,CONSULTANCY FIRM To Establish a Digital Trade Governance Framework,Rwanda,"[""Digital Transformation""]",CONSULTING,,,13,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-RWA,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Rwanda(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=13d(very_urgent=3.0) | TOTAL=16.0/13.0 → GO
12913,825,undp,CONTRATACIÓN DE UNA EMPRESA PARA LA INSTALACION DE EQUIPOS MEDICOS,Equatorial Guinea,"[""Health & Life Sciences""]",Others,,,9,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-GNQ,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Equatorial Guinea(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=9d(very_urgent=3.0) | TOTAL=12.5/13.0 → NO GO
12914,826,undp,Creation of Electronic Learning Management System on anti-corruption legislation,Kyrgyzstan,"[""Government Reform & Public Administration"", ""Enterprise IT & Systems Implementation""]",Others,,,11,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-KGZ,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Government Reform & Public Administration(3.0) | budget=unknown(1.0) | country=Kyrgyzstan(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=12.5/13.0 → NO GO
12915,827,undp,Disbursement of Grants to Market Traders to foster stabilization in NE Nigeria.,Nigeria,"[""Social Protection & Poverty Reduction""]",Others,,,4,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-NGA,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Nigeria(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=4d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12916,828,undp,Expert Roster Circular Economy Technical Experts,Philippines,"[""Data, AI & Analytics""]",CONSULTING,,,9,,,IC - Individual contractor,Individual Contractor,UNDP-PHL,United Nations Development Programme (UNDP),nlp_complete,1,"proc_group=CONSULTING(3.0) | sector=Data, AI & Analytics(2.0) | budget=unknown(1.0) | country=Philippines(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=9d(very_urgent=3.0) | TOTAL=13.0/13.0 → GO"
12917,829,undp,Final Evaluation of the Eastern Regional Joint Programme (JP),Afghanistan,"[""Risk & Compliance"", ""Digital Transformation""]",CONSULTING,,,5,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-AFG,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Afghanistan(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12918,830,undp,GEA-Consultant for preparation of strategy implementation documents (Cluster 1),Bosnia And Herzegovina,"[""Business Strategy & Performance""]",CONSULTING,,,8,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-BIH,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Business Strategy & Performance(3.0) | budget=unknown(1.0) | country=Bosnia And Herzegovina(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=15.0/13.0 → GO
12919,831,undp,027- National Consultant on Carbon Market Programme Development,Mongolia,"[""Environment & Climate""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-MNG,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Mongolia(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=12.0/13.0 → NO GO
12920,832,undp,INT/001 - International Carbon Market Expert on ITMO (International IC),Mongolia,"[""Environment & Climate""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-MNG,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Mongolia(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=12.0/13.0 → NO GO
12921,833,undp,IMPRESSION DE 4000 EXEMPLAIRES POUR LA FORMATION DES ASE,Haiti,"[""Others""]",CONSULTING,,,15,open,procurement,Request for Quotation,RFQ - Request for quotation,UNDP-HTI,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Haiti(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=15d(urgent=2.0) | TOTAL=10.0/13.0 → NO GO
12922,834,undp,International Evaluation Expert to Conduct Final Project Evaluation of the Creat,Kosovo,"[""Risk & Compliance""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-KOS,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Kosovo(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=15.0/13.0 → GO
12923,835,undp,"Capital repair and modernization of the “Emil Necula"" Lyceum",Republic of Moldova,"[""Others""]",WORKS,,,8,open,procurement,Invitation for Bids,ITB - Invitation to bid,UNDP-MDA,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Republic of Moldova(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12924,836,undp,Supply & Delivery of One (1) Backhoe Loader with Extended,Lebanon,"[""Transport & Logistics""]",GOODS,,,12,open,procurement,Request for Quotation,RFQ - Request for quotation,UNDP-LBN,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Lebanon(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=12d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12925,837,undp,"Rehabilitation of Zokak El Blat Shelter in Beirut, Lebanon",Lebanon,"[""Construction & Infrastructure""]",WORKS,,,14,open,procurement,Request for Quotation,RFQ - Request for quotation,UNDP-LBN,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Lebanon(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12926,838,undp,Local Evaluation Expert to Conduct Final Project Evaluation of the Creative Indu,Kosovo,"[""Risk & Compliance"", ""Construction & Infrastructure""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-KOS,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Kosovo(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=15.0/13.0 → GO
12927,839,undp,Local Firm for design and delivery of training and mentoring,Liberia,"[""Education & Training""]",GOODS,,,8,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-LBR,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Liberia(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12928,840,undp,National AI Literacy and Applied Skills Training,Uganda,"[""Education & Training""]",Others,,,7,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-UGA,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Uganda(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=12.5/13.0 → NO GO
12929,841,undp,National Civil Engineer for Global Fund Project,South Sudan,"[""Construction & Infrastructure""]",Others,,,11,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-SSD,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=South Sudan(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=12.5/13.0 → NO GO
12930,842,undp,Purchase and delivery of refrigerated vehicles and machinery,Tajikistan,"[""Transport & Logistics""]",GOODS,,,7,open,procurement,Request for Quotation,RFQ - Request for quotation,UNDP-TJK,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Tajikistan(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
